arrival_date,depart_date,depart_time,price,seats,tclass,title,scrape_date,arrival_time
1/22/2020,1/22/2020,14:00,170000.0,99,eksekutif (Subclass H),turangga 78,1/7/2020,17:12
1/22/2020,1/22/2020,14:00,170000.0,99,eksekutif (Subclass I),turangga 78,1/7/2020,17:12
1/22/2020,1/22/2020,17:10,170000.0,99,eksekutif (Subclass J),mutiara selatan 104,1/7/2020,20:29
1/22/2020,1/22/2020,17:10,170000.0,99,eksekutif (Subclass I),mutiara selatan 104,1/7/2020,20:29
1/22/2020,1/22/2020,17:10,170000.0,99,eksekutif (Subclass H),mutiara selatan 104,1/7/2020,20:29
1/22/2020,1/22/2020,15:40,175000.0,99,eksekutif (Subclass A),argo parahyangan excellence 44,1/7/2020,18:30
1/22/2020,1/22/2020,5:30,290000.0,99,eksekutif (Subclass I),argo parahyangan priority 36P,1/7/2020,8:46
1/22/2020,1/22/2020,8:55,290000.0,99,eksekutif (Subclass I),argo parahyangan priority 40P,1/7/2020,12:13
1/22/2020,1/22/2020,10:45,290000.0,99,eksekutif (Subclass I),argo parahyangan priority 42P,1/7/2020,14:09
1/22/2020,1/22/2020,15:40,290000.0,99,eksekutif (Subclass I),argo parahyangan priority 44P,1/7/2020,18:30
1/22/2020,1/22/2020,18:45,290000.0,99,eksekutif (Subclass I),argo parahyangan priority 48P,1/7/2020,22:08
1/23/2020,1/22/2020,22:05,290000.0,99,eksekutif (Subclass I),argo parahyangan priority 50P,1/7/2020,1:27
1/22/2020,1/22/2020,7:12,350000.0,99,eksekutif (Subclass H),argo parahyangan luxury 56L,1/7/2020,10:31
1/22/2020,1/22/2020,15:40,,0,ekonomi (Subclass S),argo parahyangan excellence 44,1/7/2020,18:30
1/22/2020,1/22/2020,5:30,,0,ekonomi (Subclass Q),argo parahyangan 36,1/7/2020,8:46
1/22/2020,1/22/2020,6:15,,0,ekonomi (Subclass Q),argo parahyangan 38,1/7/2020,9:49
1/22/2020,1/22/2020,8:55,,0,ekonomi (Subclass Q),argo parahyangan 40,1/7/2020,12:13
1/22/2020,1/22/2020,10:45,,0,ekonomi (Subclass Q),argo parahyangan 42,1/7/2020,14:09
1/22/2020,1/22/2020,13:10,,0,ekonomi (Subclass Q),argo parahyangan 54,1/7/2020,16:33
1/22/2020,1/22/2020,14:25,,0,ekonomi (Subclass Q),argo parahyangan 68F,1/7/2020,17:38
1/22/2020,1/22/2020,15:40,,0,ekonomi (Subclass Q),argo parahyangan excellence 44,1/7/2020,18:30
1/22/2020,1/22/2020,17:45,,0,ekonomi (Subclass Q),argo parahyangan 46,1/7/2020,20:59
1/22/2020,1/22/2020,18:45,,0,ekonomi (Subclass Q),argo parahyangan 48,1/7/2020,22:08
1/23/2020,1/22/2020,22:05,,0,ekonomi (Subclass Q),argo parahyangan 50,1/7/2020,1:27
1/23/2020,1/22/2020,22:55,,0,ekonomi (Subclass Q),argo parahyangan 52,1/7/2020,2:05
1/23/2020,1/22/2020,23:30,,0,ekonomi (Subclass Q),argo parahyangan 70F,1/7/2020,2:40
1/22/2020,1/22/2020,5:30,,0,ekonomi (Subclass P),argo parahyangan 36,1/7/2020,8:46
1/22/2020,1/22/2020,6:15,,0,ekonomi (Subclass P),argo parahyangan 38,1/7/2020,9:49
1/22/2020,1/22/2020,8:55,,0,ekonomi (Subclass P),argo parahyangan 40,1/7/2020,12:13
1/22/2020,1/22/2020,10:45,,0,ekonomi (Subclass P),argo parahyangan 42,1/7/2020,14:09
1/22/2020,1/22/2020,13:10,,0,ekonomi (Subclass P),argo parahyangan 54,1/7/2020,16:33
1/22/2020,1/22/2020,14:25,,0,ekonomi (Subclass P),argo parahyangan 68F,1/7/2020,17:38
1/22/2020,1/22/2020,15:40,,0,ekonomi (Subclass P),argo parahyangan excellence 44,1/7/2020,18:30
1/22/2020,1/22/2020,17:45,,0,ekonomi (Subclass P),argo parahyangan 46,1/7/2020,20:59
1/22/2020,1/22/2020,18:45,,0,ekonomi (Subclass P),argo parahyangan 48,1/7/2020,22:08
1/23/2020,1/22/2020,22:05,,0,ekonomi (Subclass P),argo parahyangan 50,1/7/2020,1:27
1/23/2020,1/22/2020,22:55,,0,ekonomi (Subclass P),argo parahyangan 52,1/7/2020,2:05
1/23/2020,1/22/2020,23:30,,0,ekonomi (Subclass P),argo parahyangan 70F,1/7/2020,2:40
1/22/2020,1/22/2020,17:10,,0,ekonomi (Subclass P),mutiara selatan 104,1/7/2020,20:29
1/22/2020,1/22/2020,17:10,,0,ekonomi (Subclass C),mutiara selatan 104,1/7/2020,20:29
1/22/2020,1/22/2020,17:10,,0,ekonomi (Subclass CA),mutiara selatan 104,1/7/2020,20:29
1/22/2020,1/22/2020,15:40,,0,eksekutif (Subclass J),argo parahyangan excellence 44,1/7/2020,18:30
1/22/2020,1/22/2020,5:30,,0,eksekutif (Subclass I),argo parahyangan 36,1/7/2020,8:46
1/22/2020,1/22/2020,6:15,,0,eksekutif (Subclass I),argo parahyangan 38,1/7/2020,9:49
1/22/2020,1/22/2020,7:12,,0,eksekutif (Subclass I),argo parahyangan 56,1/7/2020,10:31
1/22/2020,1/22/2020,8:55,,0,eksekutif (Subclass I),argo parahyangan 40,1/7/2020,12:13
1/22/2020,1/22/2020,10:45,,0,eksekutif (Subclass I),argo parahyangan 42,1/7/2020,14:09
1/22/2020,1/22/2020,13:10,,0,eksekutif (Subclass I),argo parahyangan 54,1/7/2020,16:33
1/22/2020,1/22/2020,14:25,,0,eksekutif (Subclass I),argo parahyangan 68F,1/7/2020,17:38
1/22/2020,1/22/2020,15:40,,0,eksekutif (Subclass I),argo parahyangan excellence 44,1/7/2020,18:30
1/22/2020,1/22/2020,17:45,,0,eksekutif (Subclass I),argo parahyangan 46,1/7/2020,20:59
1/22/2020,1/22/2020,18:45,,0,eksekutif (Subclass I),argo parahyangan 48,1/7/2020,22:08
1/23/2020,1/22/2020,22:05,,0,eksekutif (Subclass I),argo parahyangan 50,1/7/2020,1:27
1/23/2020,1/22/2020,22:55,,0,eksekutif (Subclass I),argo parahyangan 52,1/7/2020,2:05
1/23/2020,1/22/2020,23:30,,0,eksekutif (Subclass I),argo parahyangan 70F,1/7/2020,2:40
1/22/2020,1/22/2020,5:30,,0,eksekutif (Subclass H),argo parahyangan 36,1/7/2020,8:46
1/22/2020,1/22/2020,6:15,,0,eksekutif (Subclass H),argo parahyangan 38,1/7/2020,9:49
1/22/2020,1/22/2020,7:12,,0,eksekutif (Subclass H),argo parahyangan 56,1/7/2020,10:31
1/22/2020,1/22/2020,8:55,,0,eksekutif (Subclass H),argo parahyangan 40,1/7/2020,12:13
1/22/2020,1/22/2020,10:45,,0,eksekutif (Subclass H),argo parahyangan 42,1/7/2020,14:09
1/22/2020,1/22/2020,13:10,,0,eksekutif (Subclass H),argo parahyangan 54,1/7/2020,16:33
1/22/2020,1/22/2020,14:25,,0,eksekutif (Subclass H),argo parahyangan 68F,1/7/2020,17:38
1/22/2020,1/22/2020,15:40,,0,eksekutif (Subclass H),argo parahyangan excellence 44,1/7/2020,18:30
1/22/2020,1/22/2020,17:45,,0,eksekutif (Subclass H),argo parahyangan 46,1/7/2020,20:59
1/22/2020,1/22/2020,18:45,,0,eksekutif (Subclass H),argo parahyangan 48,1/7/2020,22:08
1/23/2020,1/22/2020,22:05,,0,eksekutif (Subclass H),argo parahyangan 50,1/7/2020,1:27
1/23/2020,1/22/2020,22:55,,0,eksekutif (Subclass H),argo parahyangan 52,1/7/2020,2:05
1/23/2020,1/22/2020,23:30,,0,eksekutif (Subclass H),argo parahyangan 70F,1/7/2020,2:40
1/22/2020,1/22/2020,5:00,,0,eksekutif (Subclass AA),argo wilis 2,1/7/2020,8:07
1/22/2020,1/22/2020,5:00,,0,eksekutif (Subclass J),argo wilis 2,1/7/2020,8:07
1/22/2020,1/22/2020,5:00,,0,eksekutif (Subclass A),argo wilis 2,1/7/2020,8:07
1/22/2020,1/22/2020,14:00,,0,eksekutif (Subclass A),turangga 78,1/7/2020,17:12
1/22/2020,1/22/2020,14:00,,0,eksekutif (Subclass J),turangga 78,1/7/2020,17:12
1/22/2020,1/22/2020,14:00,,0,eksekutif (Subclass AA),turangga 78,1/7/2020,17:12
1/22/2020,1/22/2020,17:10,,0,eksekutif (Subclass A),mutiara selatan 104,1/7/2020,20:29
1/22/2020,1/22/2020,17:10,,0,eksekutif (Subclass AA),mutiara selatan 104,1/7/2020,20:29
1/22/2020,1/22/2020,7:12,,0,eksekutif (Subclass A),argo parahyangan luxury 56L,1/7/2020,10:31
1/23/2020,1/23/2020,5:30,110000.0,99,ekonomi (Subclass S),argo parahyangan 36,1/7/2020,8:46
1/23/2020,1/23/2020,6:15,110000.0,99,ekonomi (Subclass S),argo parahyangan 38,1/7/2020,9:49
1/23/2020,1/23/2020,7:50,110000.0,99,ekonomi (Subclass C),pangandaran 176,1/7/2020,11:19
1/23/2020,1/23/2020,8:55,110000.0,99,ekonomi (Subclass S),argo parahyangan 40,1/7/2020,12:13
1/23/2020,1/23/2020,10:45,110000.0,99,ekonomi (Subclass S),argo parahyangan 42,1/7/2020,14:09
1/23/2020,1/23/2020,13:10,110000.0,99,ekonomi (Subclass S),argo parahyangan 54,1/7/2020,16:33
1/23/2020,1/23/2020,14:25,110000.0,99,ekonomi (Subclass S),argo parahyangan 68F,1/7/2020,17:38
1/23/2020,1/23/2020,17:45,110000.0,99,ekonomi (Subclass S),argo parahyangan 46,1/7/2020,20:59
1/23/2020,1/23/2020,18:45,110000.0,99,ekonomi (Subclass S),argo parahyangan 48,1/7/2020,22:08
1/24/2020,1/23/2020,22:05,110000.0,99,ekonomi (Subclass S),argo parahyangan 50,1/7/2020,1:27
1/24/2020,1/23/2020,22:55,110000.0,99,ekonomi (Subclass S),argo parahyangan 52,1/7/2020,2:05
1/24/2020,1/23/2020,23:30,110000.0,99,ekonomi (Subclass S),argo parahyangan 70F,1/7/2020,2:40
1/23/2020,1/23/2020,15:40,125000.0,99,ekonomi (Subclass C),argo parahyangan excellence 44,1/7/2020,18:30
1/23/2020,1/23/2020,17:10,130000.0,99,ekonomi (Subclass Q),mutiara selatan 104,1/7/2020,20:29
1/23/2020,1/23/2020,17:10,130000.0,99,ekonomi (Subclass S),mutiara selatan 104,1/7/2020,20:29
1/23/2020,1/23/2020,5:30,150000.0,99,eksekutif (Subclass J),argo parahyangan 36,1/7/2020,8:46
1/23/2020,1/23/2020,6:15,150000.0,99,eksekutif (Subclass J),argo parahyangan 38,1/7/2020,9:49
1/23/2020,1/23/2020,7:12,150000.0,99,eksekutif (Subclass J),argo parahyangan 56,1/7/2020,10:31
1/23/2020,1/23/2020,7:50,150000.0,99,eksekutif (Subclass A),pangandaran 176,1/7/2020,11:19
1/23/2020,1/23/2020,8:55,150000.0,99,eksekutif (Subclass J),argo parahyangan 40,1/7/2020,12:13
1/23/2020,1/23/2020,10:45,150000.0,99,eksekutif (Subclass J),argo parahyangan 42,1/7/2020,14:09
1/23/2020,1/23/2020,13:10,150000.0,99,eksekutif (Subclass J),argo parahyangan 54,1/7/2020,16:33
1/23/2020,1/23/2020,14:25,150000.0,99,eksekutif (Subclass J),argo parahyangan 68F,1/7/2020,17:38
1/23/2020,1/23/2020,17:45,150000.0,99,eksekutif (Subclass J),argo parahyangan 46,1/7/2020,20:59
1/23/2020,1/23/2020,18:45,150000.0,99,eksekutif (Subclass J),argo parahyangan 48,1/7/2020,22:08
1/24/2020,1/23/2020,22:05,150000.0,99,eksekutif (Subclass J),argo parahyangan 50,1/7/2020,1:27
1/24/2020,1/23/2020,22:55,150000.0,99,eksekutif (Subclass J),argo parahyangan 52,1/7/2020,2:05
1/24/2020,1/23/2020,23:30,150000.0,99,eksekutif (Subclass J),argo parahyangan 70F,1/7/2020,2:40
1/23/2020,1/23/2020,5:00,170000.0,99,eksekutif (Subclass H),argo wilis 2,1/7/2020,8:07
1/23/2020,1/23/2020,5:00,170000.0,99,eksekutif (Subclass I),argo wilis 2,1/7/2020,8:07
1/23/2020,1/23/2020,14:00,170000.0,99,eksekutif (Subclass H),turangga 78,1/7/2020,17:12
1/23/2020,1/23/2020,14:00,170000.0,99,eksekutif (Subclass I),turangga 78,1/7/2020,17:12
1/23/2020,1/23/2020,17:10,170000.0,99,eksekutif (Subclass H),mutiara selatan 104,1/7/2020,20:29
1/23/2020,1/23/2020,17:10,170000.0,99,eksekutif (Subclass I),mutiara selatan 104,1/7/2020,20:29
1/23/2020,1/23/2020,17:10,170000.0,9,eksekutif (Subclass J),mutiara selatan 104,1/7/2020,20:29
1/23/2020,1/23/2020,15:40,175000.0,99,eksekutif (Subclass A),argo parahyangan excellence 44,1/7/2020,18:30
1/23/2020,1/23/2020,5:30,290000.0,99,eksekutif (Subclass I),argo parahyangan priority 36P,1/7/2020,8:46
1/23/2020,1/23/2020,8:55,290000.0,99,eksekutif (Subclass I),argo parahyangan priority 40P,1/7/2020,12:13
1/23/2020,1/23/2020,10:45,290000.0,99,eksekutif (Subclass I),argo parahyangan priority 42P,1/7/2020,14:09
1/23/2020,1/23/2020,15:40,290000.0,99,eksekutif (Subclass I),argo parahyangan priority 44P,1/7/2020,18:30
1/23/2020,1/23/2020,18:45,290000.0,99,eksekutif (Subclass I),argo parahyangan priority 48P,1/7/2020,22:08
1/24/2020,1/23/2020,22:05,290000.0,99,eksekutif (Subclass I),argo parahyangan priority 50P,1/7/2020,1:27
1/23/2020,1/23/2020,5:00,300000.0,99,eksekutif (Subclass J),argo wilis priority 2P,1/7/2020,8:07
1/23/2020,1/23/2020,5:00,310000.0,99,eksekutif (Subclass I),argo wilis priority 2P,1/7/2020,8:07
1/23/2020,1/23/2020,7:12,350000.0,99,eksekutif (Subclass H),argo parahyangan luxury 56L,1/7/2020,10:31
1/23/2020,1/23/2020,15:40,,0,ekonomi (Subclass S),argo parahyangan excellence 44,1/7/2020,18:30
1/23/2020,1/23/2020,5:30,,0,ekonomi (Subclass Q),argo parahyangan 36,1/7/2020,8:46
1/23/2020,1/23/2020,6:15,,0,ekonomi (Subclass Q),argo parahyangan 38,1/7/2020,9:49
1/23/2020,1/23/2020,8:55,,0,ekonomi (Subclass Q),argo parahyangan 40,1/7/2020,12:13
1/23/2020,1/23/2020,10:45,,0,ekonomi (Subclass Q),argo parahyangan 42,1/7/2020,14:09
1/23/2020,1/23/2020,13:10,,0,ekonomi (Subclass Q),argo parahyangan 54,1/7/2020,16:33
1/23/2020,1/23/2020,14:25,,0,ekonomi (Subclass Q),argo parahyangan 68F,1/7/2020,17:38
1/23/2020,1/23/2020,15:40,,0,ekonomi (Subclass Q),argo parahyangan excellence 44,1/7/2020,18:30
1/23/2020,1/23/2020,17:45,,0,ekonomi (Subclass Q),argo parahyangan 46,1/7/2020,20:59
1/23/2020,1/23/2020,18:45,,0,ekonomi (Subclass Q),argo parahyangan 48,1/7/2020,22:08
1/24/2020,1/23/2020,22:05,,0,ekonomi (Subclass Q),argo parahyangan 50,1/7/2020,1:27
1/24/2020,1/23/2020,22:55,,0,ekonomi (Subclass Q),argo parahyangan 52,1/7/2020,2:05
1/24/2020,1/23/2020,23:30,,0,ekonomi (Subclass Q),argo parahyangan 70F,1/7/2020,2:40
1/23/2020,1/23/2020,5:30,,0,ekonomi (Subclass P),argo parahyangan 36,1/7/2020,8:46
1/23/2020,1/23/2020,6:15,,0,ekonomi (Subclass P),argo parahyangan 38,1/7/2020,9:49
1/23/2020,1/23/2020,8:55,,0,ekonomi (Subclass P),argo parahyangan 40,1/7/2020,12:13
1/23/2020,1/23/2020,10:45,,0,ekonomi (Subclass P),argo parahyangan 42,1/7/2020,14:09
1/23/2020,1/23/2020,13:10,,0,ekonomi (Subclass P),argo parahyangan 54,1/7/2020,16:33
1/23/2020,1/23/2020,14:25,,0,ekonomi (Subclass P),argo parahyangan 68F,1/7/2020,17:38
1/23/2020,1/23/2020,15:40,,0,ekonomi (Subclass P),argo parahyangan excellence 44,1/7/2020,18:30
1/23/2020,1/23/2020,17:45,,0,ekonomi (Subclass P),argo parahyangan 46,1/7/2020,20:59
1/23/2020,1/23/2020,18:45,,0,ekonomi (Subclass P),argo parahyangan 48,1/7/2020,22:08
1/24/2020,1/23/2020,22:05,,0,ekonomi (Subclass P),argo parahyangan 50,1/7/2020,1:27
1/24/2020,1/23/2020,22:55,,0,ekonomi (Subclass P),argo parahyangan 52,1/7/2020,2:05
1/24/2020,1/23/2020,23:30,,0,ekonomi (Subclass P),argo parahyangan 70F,1/7/2020,2:40
1/23/2020,1/23/2020,17:10,,0,ekonomi (Subclass C),mutiara selatan 104,1/7/2020,20:29
1/23/2020,1/23/2020,17:10,,0,ekonomi (Subclass P),mutiara selatan 104,1/7/2020,20:29
1/23/2020,1/23/2020,17:10,,0,ekonomi (Subclass CA),mutiara selatan 104,1/7/2020,20:29
1/23/2020,1/23/2020,15:40,,0,eksekutif (Subclass J),argo parahyangan excellence 44,1/7/2020,18:30
1/23/2020,1/23/2020,5:30,,0,eksekutif (Subclass I),argo parahyangan 36,1/7/2020,8:46
1/23/2020,1/23/2020,6:15,,0,eksekutif (Subclass I),argo parahyangan 38,1/7/2020,9:49
1/23/2020,1/23/2020,7:12,,0,eksekutif (Subclass I),argo parahyangan 56,1/7/2020,10:31
1/23/2020,1/23/2020,8:55,,0,eksekutif (Subclass I),argo parahyangan 40,1/7/2020,12:13
1/23/2020,1/23/2020,10:45,,0,eksekutif (Subclass I),argo parahyangan 42,1/7/2020,14:09
1/23/2020,1/23/2020,13:10,,0,eksekutif (Subclass I),argo parahyangan 54,1/7/2020,16:33
1/23/2020,1/23/2020,14:25,,0,eksekutif (Subclass I),argo parahyangan 68F,1/7/2020,17:38
1/23/2020,1/23/2020,15:40,,0,eksekutif (Subclass I),argo parahyangan excellence 44,1/7/2020,18:30
1/23/2020,1/23/2020,17:45,,0,eksekutif (Subclass I),argo parahyangan 46,1/7/2020,20:59
1/23/2020,1/23/2020,18:45,,0,eksekutif (Subclass I),argo parahyangan 48,1/7/2020,22:08
1/24/2020,1/23/2020,22:05,,0,eksekutif (Subclass I),argo parahyangan 50,1/7/2020,1:27
1/24/2020,1/23/2020,22:55,,0,eksekutif (Subclass I),argo parahyangan 52,1/7/2020,2:05
1/24/2020,1/23/2020,23:30,,0,eksekutif (Subclass I),argo parahyangan 70F,1/7/2020,2:40
1/23/2020,1/23/2020,5:30,,0,eksekutif (Subclass H),argo parahyangan 36,1/7/2020,8:46
1/23/2020,1/23/2020,6:15,,0,eksekutif (Subclass H),argo parahyangan 38,1/7/2020,9:49
1/23/2020,1/23/2020,7:12,,0,eksekutif (Subclass H),argo parahyangan 56,1/7/2020,10:31
1/23/2020,1/23/2020,8:55,,0,eksekutif (Subclass H),argo parahyangan 40,1/7/2020,12:13
1/23/2020,1/23/2020,10:45,,0,eksekutif (Subclass H),argo parahyangan 42,1/7/2020,14:09
1/23/2020,1/23/2020,13:10,,0,eksekutif (Subclass H),argo parahyangan 54,1/7/2020,16:33
1/23/2020,1/23/2020,14:25,,0,eksekutif (Subclass H),argo parahyangan 68F,1/7/2020,17:38
1/23/2020,1/23/2020,15:40,,0,eksekutif (Subclass H),argo parahyangan excellence 44,1/7/2020,18:30
1/23/2020,1/23/2020,17:45,,0,eksekutif (Subclass H),argo parahyangan 46,1/7/2020,20:59
1/23/2020,1/23/2020,18:45,,0,eksekutif (Subclass H),argo parahyangan 48,1/7/2020,22:08
1/24/2020,1/23/2020,22:05,,0,eksekutif (Subclass H),argo parahyangan 50,1/7/2020,1:27
1/24/2020,1/23/2020,22:55,,0,eksekutif (Subclass H),argo parahyangan 52,1/7/2020,2:05
1/24/2020,1/23/2020,23:30,,0,eksekutif (Subclass H),argo parahyangan 70F,1/7/2020,2:40
1/23/2020,1/23/2020,5:00,,0,eksekutif (Subclass AA),argo wilis 2,1/7/2020,8:07
1/23/2020,1/23/2020,5:00,,0,eksekutif (Subclass A),argo wilis 2,1/7/2020,8:07
1/23/2020,1/23/2020,5:00,,0,eksekutif (Subclass J),argo wilis 2,1/7/2020,8:07
1/23/2020,1/23/2020,14:00,,0,eksekutif (Subclass AA),turangga 78,1/7/2020,17:12
1/23/2020,1/23/2020,14:00,,0,eksekutif (Subclass A),turangga 78,1/7/2020,17:12
1/23/2020,1/23/2020,14:00,,0,eksekutif (Subclass J),turangga 78,1/7/2020,17:12
1/23/2020,1/23/2020,17:10,,0,eksekutif (Subclass AA),mutiara selatan 104,1/7/2020,20:29
1/23/2020,1/23/2020,17:10,,0,eksekutif (Subclass A),mutiara selatan 104,1/7/2020,20:29
1/23/2020,1/23/2020,7:12,,0,eksekutif (Subclass A),argo parahyangan luxury 56L,1/7/2020,10:31
1/24/2020,1/24/2020,5:30,110000.0,99,ekonomi (Subclass S),argo parahyangan 36,1/7/2020,8:46
1/24/2020,1/24/2020,6:15,110000.0,99,ekonomi (Subclass S),argo parahyangan 38,1/7/2020,9:49
1/24/2020,1/24/2020,7:50,110000.0,99,ekonomi (Subclass C),pangandaran 176,1/7/2020,11:19
1/24/2020,1/24/2020,8:55,110000.0,99,ekonomi (Subclass S),argo parahyangan 40,1/7/2020,12:13
1/24/2020,1/24/2020,10:45,110000.0,99,ekonomi (Subclass S),argo parahyangan 42,1/7/2020,14:09
1/24/2020,1/24/2020,13:10,110000.0,99,ekonomi (Subclass S),argo parahyangan 54,1/7/2020,16:33
1/24/2020,1/24/2020,14:25,110000.0,99,ekonomi (Subclass S),argo parahyangan 68F,1/7/2020,17:38
1/25/2020,1/24/2020,22:55,110000.0,99,ekonomi (Subclass S),argo parahyangan 52,1/7/2020,2:05
1/25/2020,1/24/2020,23:30,110000.0,99,ekonomi (Subclass S),argo parahyangan 70F,1/7/2020,2:40
1/24/2020,1/24/2020,15:40,125000.0,99,ekonomi (Subclass C),argo parahyangan excellence 44,1/7/2020,18:30
1/24/2020,1/24/2020,5:30,150000.0,99,eksekutif (Subclass J),argo parahyangan 36,1/7/2020,8:46
1/24/2020,1/24/2020,6:15,150000.0,99,eksekutif (Subclass J),argo parahyangan 38,1/7/2020,9:49
1/24/2020,1/24/2020,7:12,150000.0,99,eksekutif (Subclass J),argo parahyangan 56,1/7/2020,10:31
1/24/2020,1/24/2020,7:50,150000.0,99,eksekutif (Subclass A),pangandaran 176,1/7/2020,11:19
1/24/2020,1/24/2020,8:55,150000.0,99,eksekutif (Subclass J),argo parahyangan 40,1/7/2020,12:13
1/24/2020,1/24/2020,10:45,150000.0,99,eksekutif (Subclass J),argo parahyangan 42,1/7/2020,14:09
1/24/2020,1/24/2020,13:10,150000.0,99,eksekutif (Subclass J),argo parahyangan 54,1/7/2020,16:33
1/24/2020,1/24/2020,14:25,150000.0,99,eksekutif (Subclass J),argo parahyangan 68F,1/7/2020,17:38
1/25/2020,1/24/2020,22:55,150000.0,99,eksekutif (Subclass J),argo parahyangan 52,1/7/2020,2:05
1/25/2020,1/24/2020,23:30,150000.0,99,eksekutif (Subclass J),argo parahyangan 70F,1/7/2020,2:40
1/24/2020,1/24/2020,5:00,170000.0,99,eksekutif (Subclass AA),argo wilis 2,1/7/2020,8:07
1/24/2020,1/24/2020,14:00,170000.0,99,eksekutif (Subclass AA),turangga 78,1/7/2020,17:12
1/24/2020,1/24/2020,15:40,175000.0,99,eksekutif (Subclass A),argo parahyangan excellence 44,1/7/2020,18:30
1/24/2020,1/24/2020,5:30,290000.0,99,eksekutif (Subclass I),argo parahyangan priority 36P,1/7/2020,8:46
1/24/2020,1/24/2020,8:55,290000.0,7,eksekutif (Subclass I),argo parahyangan priority 40P,1/7/2020,12:13
1/24/2020,1/24/2020,10:45,290000.0,1,eksekutif (Subclass I),argo parahyangan priority 42P,1/7/2020,14:09
1/24/2020,1/24/2020,15:40,290000.0,3,eksekutif (Subclass I),argo parahyangan priority 44P,1/7/2020,18:30
1/25/2020,1/24/2020,22:05,290000.0,6,eksekutif (Subclass I),argo parahyangan priority 50P,1/7/2020,1:27
1/24/2020,1/24/2020,5:00,300000.0,99,eksekutif (Subclass J),argo wilis priority 2P,1/7/2020,8:07
1/24/2020,1/24/2020,5:00,310000.0,99,eksekutif (Subclass I),argo wilis priority 2P,1/7/2020,8:07
1/24/2020,1/24/2020,14:00,330000.0,8,eksekutif (Subclass H),turangga priority 78P,1/7/2020,17:12
1/24/2020,1/24/2020,14:00,340000.0,6,eksekutif (Subclass A),turangga priority 78P,1/7/2020,17:12
1/24/2020,1/24/2020,7:12,375000.0,99,eksekutif (Subclass A),argo parahyangan luxury 56L,1/7/2020,10:31
1/24/2020,1/24/2020,15:40,,0,ekonomi (Subclass S),argo parahyangan excellence 44,1/7/2020,18:30
1/24/2020,1/24/2020,17:45,,0,ekonomi (Subclass S),argo parahyangan 46,1/7/2020,20:59
1/24/2020,1/24/2020,18:45,,0,ekonomi (Subclass S),argo parahyangan 48,1/7/2020,22:08
1/25/2020,1/24/2020,22:05,,0,ekonomi (Subclass S),argo parahyangan 50,1/7/2020,1:27
1/24/2020,1/24/2020,5:30,,0,ekonomi (Subclass Q),argo parahyangan 36,1/7/2020,8:46
1/24/2020,1/24/2020,6:15,,0,ekonomi (Subclass Q),argo parahyangan 38,1/7/2020,9:49
1/24/2020,1/24/2020,8:55,,0,ekonomi (Subclass Q),argo parahyangan 40,1/7/2020,12:13
1/24/2020,1/24/2020,10:45,,0,ekonomi (Subclass Q),argo parahyangan 42,1/7/2020,14:09
1/24/2020,1/24/2020,13:10,,0,ekonomi (Subclass Q),argo parahyangan 54,1/7/2020,16:33
1/24/2020,1/24/2020,14:25,,0,ekonomi (Subclass Q),argo parahyangan 68F,1/7/2020,17:38
1/24/2020,1/24/2020,15:40,,0,ekonomi (Subclass Q),argo parahyangan excellence 44,1/7/2020,18:30
1/24/2020,1/24/2020,17:45,,0,ekonomi (Subclass Q),argo parahyangan 46,1/7/2020,20:59
1/24/2020,1/24/2020,18:45,,0,ekonomi (Subclass Q),argo parahyangan 48,1/7/2020,22:08
1/25/2020,1/24/2020,22:05,,0,ekonomi (Subclass Q),argo parahyangan 50,1/7/2020,1:27
1/25/2020,1/24/2020,22:55,,0,ekonomi (Subclass Q),argo parahyangan 52,1/7/2020,2:05
1/25/2020,1/24/2020,23:30,,0,ekonomi (Subclass Q),argo parahyangan 70F,1/7/2020,2:40
1/24/2020,1/24/2020,5:30,,0,ekonomi (Subclass P),argo parahyangan 36,1/7/2020,8:46
1/24/2020,1/24/2020,6:15,,0,ekonomi (Subclass P),argo parahyangan 38,1/7/2020,9:49
1/24/2020,1/24/2020,8:55,,0,ekonomi (Subclass P),argo parahyangan 40,1/7/2020,12:13
1/24/2020,1/24/2020,10:45,,0,ekonomi (Subclass P),argo parahyangan 42,1/7/2020,14:09
1/24/2020,1/24/2020,13:10,,0,ekonomi (Subclass P),argo parahyangan 54,1/7/2020,16:33
1/24/2020,1/24/2020,14:25,,0,ekonomi (Subclass P),argo parahyangan 68F,1/7/2020,17:38
1/24/2020,1/24/2020,15:40,,0,ekonomi (Subclass P),argo parahyangan excellence 44,1/7/2020,18:30
1/24/2020,1/24/2020,17:45,,0,ekonomi (Subclass P),argo parahyangan 46,1/7/2020,20:59
1/24/2020,1/24/2020,18:45,,0,ekonomi (Subclass P),argo parahyangan 48,1/7/2020,22:08
1/25/2020,1/24/2020,22:05,,0,ekonomi (Subclass P),argo parahyangan 50,1/7/2020,1:27
1/25/2020,1/24/2020,22:55,,0,ekonomi (Subclass P),argo parahyangan 52,1/7/2020,2:05
1/25/2020,1/24/2020,23:30,,0,ekonomi (Subclass P),argo parahyangan 70F,1/7/2020,2:40
1/24/2020,1/24/2020,17:10,,0,ekonomi (Subclass S),mutiara selatan 104,1/7/2020,20:29
1/24/2020,1/24/2020,17:10,,0,ekonomi (Subclass C),mutiara selatan 104,1/7/2020,20:29
